Price,Validity,Description,Tags,Circle,Time,Price2,Days2,Tag1,Tag2,clean_price_per_day
Rs. 449,56 days,"Now get DOUBLE Data, i.e -- 2+2=4GB/Day + Truly Unlimited Local/National Calls to all Networks + 100 Local and National SMS/Day -- Pack Valid for 56 Days",Vodafone Local,Haryana,2021-Q1,449.0,56,Vodafone,Local,8.017857143
Rs. 398,28 days,"2G/3G/4G Data: 3 GB / Day -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day",Vodafone Local,Haryana,2021-Q1,398.0,28,Vodafone,Local,14.214285714
Rs. 379,84 days,Now get Truly Unlimited Local/National Calls to all Networks+6GB Data+1000SMS -- Validity: 84 Days,Vodafone Local,Haryana,2021-Q1,379.0,84,Vodafone,Local,4.511904762
Rs. 269,56 days,"2G/3G/4G Data: 4 GB -- Local, STD & Roaming Calls: Unlimited -- SMS: 600 SMS",Vodafone Local,Haryana,2021-Q1,269.0,56,Vodafone,Local,4.803571429
Rs. 219,28 days,Now get Truly Unlimited Local/National Calls to all Networks+1GB/Day+100SMS/ Day -- Validity:28Days,Vodafone Local,Haryana,2021-Q1,219.0,28,Vodafone,Local,7.821428571
Rs. 218,28 days,"2G/3G/4G Data: 6 GB -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day",Vodafone Local,Haryana,2021-Q1,218.0,28,Vodafone,Local,7.785714286
Rs. 149,28 days,Now get Truly Unlimited Local/National Calls to all Networks+2GB Data+300SMS -- Validity:28 Days,Vodafone Local,Haryana,2021-Q1,149.0,28,Vodafone,Local,5.321428571
Rs. 3997,30 days,"Intl Roaming Incoming: Unlimited -- Intl Local / Calls to India: 500 minutes -- Intl Roaming SMS: 100 SMS -- Intl Roaming Data: 5 GB -- Covered Countries : USA, UK, Canada, Singapore, Thailand, Malasiya, Australia, France, Germany, Netherlands, China, Ind",Airtel SMS,Haryana,2021-Q1,3997.0,30,Airtel,SMS,133.233333333
Rs. 3599,10 days,"Intl Roaming Incoming: Unlimited -- Intl Local / Calls to India: 250 minutes -- Intl Roaming SMS: 100 SMS -- Intl Roaming Data: 3 GB -- Covered Countries : USA, UK, Canada, Singapore, Thailand, Malasiya, Australia, France, Germany, Netherlands, China, Ind",Airtel Other,Haryana,2021-Q1,3599.0,10,Airtel,Other,359.9
Rs. 3598,10 days,"Intl Roaming Incoming: 250 minutes -- Intl Local / Calls to India: 250 minutes -- Intl Roaming SMS: 100 SMS -- Intl Roaming Data: 3 GB -- Covered Countries : UAE, Saudi Arabia, Oman, Kuwait, Bahrain, Qatar, Iran, Iraq, Russia & more countries -- Visit www",Airtel Other,Haryana,2021-Q1,3598.0,10,Airtel,Other,359.8
Rs. 251,28 days,2G/3G/4G Data: 50 GB -- Service validity 28 days.,Idea 4G Data,Haryana,2021-Q1,251.0,28,Idea,4G Data,8.964285714
Rs. 1495,14 days,"International Roaming -- 150 OG + IC min (Local + call back home), 250MB Data in these countries- Indonesia, Saudi Arabia, UAE; 300 OG + IC min (Local + call back home), 1GB Data in these countries- Australia, Canada, Czech Republic, France, Germany, Ghan",Idea Other,Haryana,2021-Q1,1495.0,14,Idea,Other,106.785714286
Rs. 995,7 days,"International Roaming -- 100 OG + IC min (Local + call back home), 100MB Data in these countries- Indonesia, Saudi Arabia, UAE; 150 OG + IC min (Local + call back home), 500MB Data in these countries- Australia, Canada, Czech Republic, France, Germany, Gh",Idea Other,Haryana,2021-Q1,995.0,7,Idea,Other,142.142857143
Rs. 78,89 days,Callertunes With Unlimited Song Change at Rs -- 78 for 89 days,Idea Other,Haryana,2021-Q1,78.0,89,Idea,Other,0.876404494
Rs. 129,24 days,"3G/4G Data: 1 GB -- Local, STD & Roaming Calls: Unlimited -- SMS: 300 SMS",Airtel Plan,Haryana,2021-Q1,129.0,24,Airtel,Plan,5.375
Rs. 299,28 days,"Enjoy 28 days FREE trial of Prime Video Mobile Edition for unlimited entertainment -- You also get 1.5GB/day, unlimited calls & 100SMS/day for 28 days",Airtel Plan,Haryana,2021-Q1,299.0,28,Airtel,Plan,10.678571429
Rs. 48,28 days,2G/3G/4G Data: 3 GB -- Service Validity 28 days,Idea 4G Data,Haryana,2021-Q1,48.0,28,Idea,4G Data,1.714285714
Rs. 16,-24 days,"2G/3G/4G Data: 1 GB, Valid for 24 hours",Vodafone 4G Data,Himachal Pradesh,2021-Q1,16.0,24,Vodafone,4G Data,0.666666667
Rs. 2399,365 days,Now get Truly Unlimited Local/National Calls to all Networks +1.5GB/Day Data+100SMS/Day -- Validity: 365 Days,Vodafone Local,Himachal Pradesh,2021-Q1,2399.0,365,Vodafone,Local,6.57260274
Rs. 1499,365 days,Now get Truly Unlimited Local/National Calls to all Networks +24GB Data+3600SMS -- Validity: 365 Days,Vodafone Local,Himachal Pradesh,2021-Q1,1499.0,365,Vodafone,Local,4.106849315
Rs. 599,84 days,Now get Truly Unlimited Local/National Calls to all Networks+1.5GB/Day +100SMS/Day -- Validity:84 Days,Vodafone Local,Himachal Pradesh,2021-Q1,599.0,84,Vodafone,Local,7.130952381
Rs. 379,84 days,Now get Truly Unlimited Local/National Calls to all Networks+6GB Data+1000SMS -- Validity: 84 Days,Vodafone Local,Himachal Pradesh,2021-Q1,379.0,84,Vodafone,Local,4.511904762
Rs. 299,28 days,"Now get DOUBLE Data, i.e -- 2+2=4GB/Day + Truly Unlimited Local/National Calls to all Networks + 100 Local and National SMS/Day -- Pack Valid for 28 Days",Vodafone Local,Himachal Pradesh,2021-Q1,299.0,28,Vodafone,Local,10.678571429
Rs. 219,28 days,Now get Truly Unlimited Local/National Calls to all Networks+1GB/Day+100SMS/ Day -- Validity:28Days,Vodafone Local,Himachal Pradesh,2021-Q1,219.0,28,Vodafone,Local,7.821428571
Rs. 3599,10 days,"Intl Roaming Incoming: Unlimited -- Intl Local / Calls to India: 250 minutes -- Intl Roaming SMS: 100 SMS -- Intl Roaming Data: 3 GB -- Covered Countries : USA, UK, Canada, Singapore, Thailand, Malasiya, Australia, France, Germany, Netherlands, China, Ind",Airtel Other,Himachal Pradesh,2021-Q1,3599.0,10,Airtel,Other,359.9
Rs. 3598,10 days,"Intl Roaming Incoming: 250 minutes -- Intl Local / Calls to India: 250 minutes -- Intl Roaming SMS: 100 SMS -- Intl Roaming Data: 3 GB -- Covered Countries : UAE, Saudi Arabia, Oman, Kuwait, Bahrain, Qatar, Iran, Iraq, Russia & more countries -- Visit www",Airtel Other,Himachal Pradesh,2021-Q1,3598.0,10,Airtel,Other,359.8
Rs. 1499,10 days,"Intl Roaming Incoming: Unlimited -- Intl Local / Calls to India: 250 minutes -- Intl Roaming SMS: 100 SMS -- Intl Roaming Data: 3 GB -- Covered Countries : Bangladesh, Bhutan, Myanmar, Nepal, Sri Lanka.",Airtel Other,Himachal Pradesh,2021-Q1,1499.0,10,Airtel,Other,149.9
Rs. 129,24 days,"3G/4G Data: 1 GB -- Local, STD & Roaming Calls: Unlimited -- SMS: 300 SMS",Airtel Plan,Himachal Pradesh,2021-Q1,129.0,24,Airtel,Plan,5.375
Rs. 251,N.A.,"Enjoy 50GB extra data, valid till your current pack validity -- Pack applicable for users on Unlimited Packs and Smart Recharges.",Airtel 4G Data,Himachal Pradesh,2021-Q1,251.0,N.A.,Airtel,4G Data,
Rs. 251,28 days,2G/3G/4G Data: 50 GB -- Download Idea Movies & TV app to enjoy FREE movie Service validity 28 days,Idea 4G Data,Himachal Pradesh,2021-Q1,251.0,28,Idea,4G Data,8.964285714
Rs. 401,28 days,Enjoy Disney+ Hotstar VIP 1 year subscription -- Also get 30GB data for 28 days.,Airtel 4G Data,Himachal Pradesh,2021-Q1,401.0,28,Airtel,4G Data,14.321428571
Rs. 1495,14 days,"International Roaming -- 150 OG + IC min (Local + call back home), 250MB Data in these countries- Indonesia, Saudi Arabia, UAE; 300 OG + IC min (Local + call back home), 1GB Data in these countries- Australia, Canada, Czech Republic, France, Germany, Ghan",Idea Other,Himachal Pradesh,2021-Q1,1495.0,14,Idea,Other,106.785714286
Rs. 995,7 days,"International Roaming -- 100 OG + IC min (Local + call back home), 100MB Data in these countries- Indonesia, Saudi Arabia, UAE; 150 OG + IC min (Local + call back home), 500MB Data in these countries- Australia, Canada, Czech Republic, France, Germany, Gh",Idea Other,Himachal Pradesh,2021-Q1,995.0,7,Idea,Other,142.142857143
Rs. 295,28 days,"International Roaming -- 40 OG + IC min (Local + call back home) in these countries- Indonesia, Saudi Arabia, UAE, Australia, Canada, Czech Republic, France, Germany, Ghana, Greece, Hungary, Italy, Malaysia, Netherlands, New Zealand, Portugal, Romania, Si",Idea Other,Himachal Pradesh,2021-Q1,295.0,28,Idea,Other,10.535714286
Rs. 2498,365 days,"Enjoy Truly unlimited Local, STD & Roaming calls on any network within India, daily 2GB data & 100 SMS, valid for 365 days",Airtel Local,Himachal Pradesh,2021-Q1,2498.0,365,Airtel,Local,6.843835616
Rs. 79,28 days,3G/4G Data: 200 MB -- Talktime: Rs.64.0 -- Pack validity 28 days,Airtel Top up,Himachal Pradesh,2021-Q1,79.0,28,Airtel,Top up,2.821428571
Rs. 1098,84 days,Unlimited Data without any speed restiction + Unlimited voice calls(Home/National Roaming in BSNL Area excluding Mumbai and Delhi) + 100 SMS/day to Any N/w Including while Roaming in Mumbai and New Delhi + PRBT(Enjoy FREE BSNL Caller Tunes With Unlimited,BSNL Roaming,Himachal Pradesh,2021-Q1,1098.0,84,BSNL,Roaming,13.071428571
Rs. 19,1 days,2G/3G Data: 2 GB,BSNL 3G Data,Jammu Kashmir,2021-Q1,19.0,1,BSNL,3G Data,19.0
Rs. 251,28 days,2G/3G/4G Data: 50 GB -- Download Idea Movies & TV app to enjoy FREE movie Service validity 28 days,Idea 4G Data,Jammu Kashmir,2021-Q1,251.0,28,Idea,4G Data,8.964285714
Rs. 78,89 days,Callertunes With Unlimited Song Change at Rs -- 78 for 89 days,Idea Other,Jammu Kashmir,2021-Q1,78.0,89,Idea,Other,0.876404494
Rs. 499,90 days,"2G/3G Data: 1 GB / Day -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day -- Free PRBT -- + Zing(including Delhi and Mumbai)",BSNL 3G Data,Jammu Kashmir,2021-Q1,499.0,90,BSNL,3G Data,5.544444444
Rs. 79,28 days,2G/3G/4G Data: 200 MB -- Local & STD Calls @ 1.0 p/sec -- Talktime: Rs.64.0,Idea Top up,Jammu Kashmir,2021-Q1,79.0,28,Idea,Top up,2.821428571
Rs. 2399,365 days,Now get Truly Unlimited Local/National Calls to all Networks +1.5GB/Day Data+100SMS/Day -- Validity: 365 Days,Idea Local,Jammu Kashmir,2021-Q1,2399.0,365,Idea,Local,6.57260274
Rs. 699,84 days,"Now get DOUBLE Data, i.e -- 2+2=4GB/Day + Truly Unlimited Local/National Calls to all Networks + 100 Local and National SMS/Day -- Pack Valid for 84 Days",Idea Local,Jammu Kashmir,2021-Q1,699.0,84,Idea,Local,8.321428571
Rs. 558,56 days,"2G/3G/4G Data: 3 GB / Day -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day",Idea Local,Jammu Kashmir,2021-Q1,558.0,56,Idea,Local,9.964285714
Rs. 379,84 days,Now get Truly Unlimited Local/National Calls to all Networks+6GB Data+1000SMS -- Validity: 84 Days,Idea Local,Jammu Kashmir,2021-Q1,379.0,84,Idea,Local,4.511904762
Rs. 219,28 days,Now get Truly Unlimited Local/National Calls to all Networks+1GB/Day+100SMS/ Day -- Validity:28Days,Idea Local,Jammu Kashmir,2021-Q1,219.0,28,Idea,Local,7.821428571
Rs. 24,30 days,All BSNL to BSNL Calls @ 0.2/min -- All BSNL to Other Calls @ 0.2/min,BSNL Local,Jammu Kashmir,2021-Q1,24.0,30,BSNL,Local,0.8
Rs. 5000,N.A.,Talktime: Rs.4234.29 -- Validity: Existing Plan -- For users with an active base plan.,BSNL Top up,Jammu Kashmir,2021-Q1,5000.0,N.A.,BSNL,Top up,
Rs. 298,54 days,"2G/3G Data: 1 GB / Day -- Unlimited Data Pack -- Post FUP Speed: 40 Kbps -- Local, STD & Roaming Calls (HPLMN/National roaming incl.Mumbai and Delhi): Unlimited -- SMS: 100 SMS / Day -- EROS NOW Entertainment Services.",BSNL 3G Data,Jammu Kashmir,2021-Q1,298.0,54,BSNL,3G Data,5.518518519
Rs. 292,60 days,"Local, STD & Roaming Calls: Unlimited -- (including MTNL mumbai and Delhi) + Unlimited data speed reduced to 100kbps after 2.2GB/day +Free 100SMS/day.Freebies validity 52 days only.Beyond Plan validity 60 days only incoming calls allowed for 7 days after",BSNL STD,Jammu Kashmir,2021-Q1,292.0,60,BSNL,STD,4.866666667
Rs. 148,30 days,"Local, STD & Roaming Calls: Unlimited -- (including MTNL at Delhi and mumbai)+UL Data speed reduced to 100kbps after 2.2GB/day+Free 100 SMS/day -- Freebies validity 26 days.(Applicable to JK-20 Plan only).",BSNL STD,Jammu Kashmir,2021-Q1,148.0,30,BSNL,STD,4.933333333
Rs. 398,90 days,"Local, STD & Roaming Calls (Including MTNL at Delhi and mumbai): Unlimited -- UL Data speed reduced to 100kbps after 2.2GB/day+Free 100 SMS/day -- Freebies validity 75 days.(Applicable to JK-20 Plan only).",BSNL 3G Data,Jammu Kashmir,2021-Q1,398.0,90,BSNL,3G Data,4.422222222
Rs. 151,28 days,2G/3G Data: 40 GB -- + Zing.,BSNL STD,Jammu Kashmir,2021-Q1,151.0,28,BSNL,STD,5.392857143
Rs. 1098,84 days,For Non - Prime Customers Only:Rs.999 Plan + 99 PRIME Data: 3 GB/day Voice: Unlimited Voice Calls,Jio Other,Jammu Kashmir,2021-Q1,1098.0,84,Jio,Other,13.071428571
Rs. 248,24 days,For Non - Prime Customers Only:Rs.149+ Rs.99 PRIME Data: 1 GB/day Voice: Unlimited Voice Calls,Jio 3G Data,Jammu Kashmir,2021-Q1,248.0,24,Jio,3G Data,10.333333333
Rs. 101,N.A.,Data: 12 GB Validity: Existing Plan For users with an active validity plan,Jio 3G Data,Jammu Kashmir,2021-Q1,101.0,N.A.,Jio,3G Data,
Rs. 79,28 days,Get Rs64 Talktime+Local/National Calls@1p/sec+200MB for 28 Days,Vodafone Top up,Karnataka,2021-Q1,79.0,28,Vodafone,Top up,2.821428571
Rs. 39,14 days,2G/3G/4G Data: 100 MB -- Local & STD Calls @ 2.5 p/sec -- Talktime: Rs.30.0,Vodafone Top up,Karnataka,2021-Q1,39.0,14,Vodafone,Top up,2.785714286
Rs. 2399,365 days,Now get Truly Unlimited Local/National Calls to all Networks +1.5GB/Day Data+100SMS/Day -- Validity: 365 Days,Vodafone Local,Karnataka,2021-Q1,2399.0,365,Vodafone,Local,6.57260274
Rs. 558,56 days,"2G/3G/4G Data: 3 GB / Day -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day",Vodafone Local,Karnataka,2021-Q1,558.0,56,Vodafone,Local,9.964285714
Rs. 555,70 days,"2G/3G/4G Data: 1.5 GB / Day -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day",Vodafone Local,Karnataka,2021-Q1,555.0,70,Vodafone,Local,7.928571429
Rs. 398,28 days,"2G/3G/4G Data: 3 GB / Day -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day",Vodafone Local,Karnataka,2021-Q1,398.0,28,Vodafone,Local,14.214285714
Rs. 379,84 days,Now get Truly Unlimited Local/National Calls to all Networks+6GB Data+1000SMS -- Validity: 84 Days,Vodafone Local,Karnataka,2021-Q1,379.0,84,Vodafone,Local,4.511904762
Rs. 299,28 days,"Now get DOUBLE Data, i.e -- 2+2=4GB/Day + Truly Unlimited Local/National Calls to all Networks + 100 Local and National SMS/Day -- Pack Valid for 28 Days",Vodafone Local,Karnataka,2021-Q1,299.0,28,Vodafone,Local,10.678571429
Rs. 219,28 days,Now get Truly Unlimited Local/National Calls to all Networks+1GB/Day+100SMS/ Day -- Validity:28Days,Vodafone Local,Karnataka,2021-Q1,219.0,28,Vodafone,Local,7.821428571
Rs. 149,28 days,Now get Truly Unlimited Local/National Calls to all Networks+2GB Data+300SMS -- Validity:28 Days,Vodafone Local,Karnataka,2021-Q1,149.0,28,Vodafone,Local,5.321428571
Rs. 129,24 days,"2G/3G/4G Data: 2 GB -- Local, STD & Roaming Calls: Unlimited -- SMS: 300 SMS",Vodafone Local,Karnataka,2021-Q1,129.0,24,Vodafone,Local,5.375
Rs. 251,N.A.,"Enjoy 50GB extra data, valid till your current pack validity -- Pack applicable for users on Unlimited Packs and Smart Recharges.",Airtel 4G Data,Karnataka,2021-Q1,251.0,N.A.,Airtel,4G Data,
Rs. 401,28 days,Enjoy Disney+ Hotstar VIP 1 year subscription -- Also get 30GB data for 28 days.,Airtel 4G Data,Karnataka,2021-Q1,401.0,28,Airtel,4G Data,14.321428571
Rs. 2498,365 days,"Enjoy Truly unlimited Local, STD & Roaming calls on any network within India, daily 2GB data & 100 SMS, valid for 365 days",Airtel Local,Karnataka,2021-Q1,2498.0,365,Airtel,Local,6.843835616
Rs. 79,28 days,3G/4G Data: 200 MB -- Talktime: Rs.64.0 -- Pack validity 28 days,Airtel Top up,Karnataka,2021-Q1,79.0,28,Airtel,Top up,2.821428571
Rs. 755,5 days,"International Roaming Pack : 1GB data, valid for 5 days.Covered Countries: UAE, Saudi Arabia, Malaysia, USA, Oman, Qatar, UK, Kuwait, Singapore & more -- Visit www.airtel.in/IR.",Airtel Other,Karnataka,2021-Q1,755.0,5,Airtel,Other,151.0
Rs. 4999,10 days,"Intl Roaming Incoming: Unlimited -- Intl Local / Calls to India: 500 minutes -- Intl Roaming SMS: 100 SMS -- Intl Roaming Data: 1 GB / Day -- Covered Countries :UAE, Saudi Arabia, Malaysia, USA, Oman, Qatar, UK, Kuwait, Singapore & more -- Visit www.airte",Airtel SMS,Karnataka,2021-Q1,4999.0,10,Airtel,SMS,499.9
Rs. 19,30 days,Nepal @ Rs.8.5/min,BSNL Plan,Karnataka,2021-Q1,19.0,30,BSNL,Plan,0.633333333
Rs. 1498,365 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 24GB data, 3600 National SMS for 365 days",Airtel Local,Karnataka,2021-Q1,1498.0,365,Airtel,Local,4.104109589
Rs. 698,84 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 2 GB data per day, 100 National SMS/day for 84 days",Airtel Local,Karnataka,2021-Q1,698.0,84,Airtel,Local,8.30952381
Rs. 2399,365 days,Now get Truly Unlimited Local/National Calls to all Networks +1.5GB/Day Data+100SMS/Day -- Validity: 365 Days,Vodafone Local,Kerala,2021-Q1,2399.0,365,Vodafone,Local,6.57260274
Rs. 699,84 days,"Now get DOUBLE Data, i.e -- 2+2=4GB/Day + Truly Unlimited Local/National Calls to all Networks + 100 Local and National SMS/Day -- Pack Valid for 84 Days",Vodafone Local,Kerala,2021-Q1,699.0,84,Vodafone,Local,8.321428571
Rs. 558,56 days,"2G/3G/4G Data: 3 GB / Day -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day",Vodafone Local,Kerala,2021-Q1,558.0,56,Vodafone,Local,9.964285714
Rs. 499,70 days,"2G/3G/4G Data: 1.5 GB / Day -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day",Vodafone Local,Kerala,2021-Q1,499.0,70,Vodafone,Local,7.128571429
Rs. 398,28 days,"2G/3G/4G Data: 3 GB / Day -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day",Vodafone Local,Kerala,2021-Q1,398.0,28,Vodafone,Local,14.214285714
Rs. 379,84 days,Now get Truly Unlimited Local/National Calls to all Networks+6GB Data+1000SMS -- Validity: 84 Days,Vodafone Local,Kerala,2021-Q1,379.0,84,Vodafone,Local,4.511904762
Rs. 249,28 days,Now get Truly Unlimited Local/National Calls to all Networks +1.5GB/Day +100SMS/Day -- Validity:28 Days,Vodafone Local,Kerala,2021-Q1,249.0,28,Vodafone,Local,8.892857143
Rs. 219,28 days,Now get Truly Unlimited Local/National Calls to all Networks+1GB/Day+100SMS/ Day -- Validity:28Days,Vodafone Local,Kerala,2021-Q1,219.0,28,Vodafone,Local,7.821428571
Rs. 129,24 days,"2G/3G/4G Data: 2 GB -- Local, STD & Roaming Calls: Unlimited -- SMS: 300 SMS",Vodafone Local,Kerala,2021-Q1,129.0,24,Vodafone,Local,5.375
Rs. 755,5 days,"International Roaming Pack : 1GB data, valid for 5 days.Covered Countries: UAE, Saudi Arabia, Malaysia, USA, Oman, Qatar, UK, Kuwait, Singapore & more -- Visit www.airtel.in/IR.",Airtel Other,Kerala,2021-Q1,755.0,5,Airtel,Other,151.0
Rs. 4999,10 days,"Intl Roaming Incoming: Unlimited -- Intl Local / Calls to India: 500 minutes -- Intl Roaming SMS: 100 SMS -- Intl Roaming Data: 1 GB / Day -- Covered Countries :UAE, Saudi Arabia, Malaysia, USA, Oman, Qatar, UK, Kuwait, Singapore & more -- Visit www.airte",Airtel SMS,Kerala,2021-Q1,4999.0,10,Airtel,SMS,499.9
Rs. 648,1 days,"Intl Roaming Incoming: 100 minutes -- Intl Local / Calls to India: 100 minutes -- Intl Roaming SMS: 100 SMS -- Intl Roaming Data: 500 MB -- Covered Countries : UAE, Saudi Arabia, Oman, Kuwait, Bahrain, Qatar, Iran, Iraq, Russia & more countries -- Visit w",Airtel SMS,Kerala,2021-Q1,648.0,1,Airtel,SMS,648.0
Rs. 1498,365 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 24GB data, 3600 National SMS for 365 days",Airtel Local,Kerala,2021-Q1,1498.0,365,Airtel,Local,4.104109589
Rs. 698,84 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 2 GB data per day, 100 National SMS/day for 84 days",Airtel Local,Kerala,2021-Q1,698.0,84,Airtel,Local,8.30952381
Rs. 598,84 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 1.5 GB data per day, 100 National SMS/day for 84 days",Airtel Local,Kerala,2021-Q1,598.0,84,Airtel,Local,7.119047619
Rs. 379,84 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 6GB data & 900 SMS.",Airtel Local,Kerala,2021-Q1,379.0,84,Airtel,Local,4.511904762
Rs. 298,28 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 2 GB data per day, 100 National SMS/day for 28 days",Airtel Local,Kerala,2021-Q1,298.0,28,Airtel,Local,10.642857143
Rs. 279,28 days,"Enjoy Truly unlimited calls on any network, 1.5 GB data per day, 100 National SMS/day along with HDFC Life Insurance worth 4 Lakhs for 28 days.",Airtel Local,Kerala,2021-Q1,279.0,28,Airtel,Local,9.964285714
Rs. 120,N.A.,Talktime: Rs.98.69 -- Validity: Existing Plan -- For users with an active base plan.,BSNL Plan,Kerala,2021-Q1,120.0,N.A.,BSNL,Plan,
Rs. 25,30 days,ISD SMS @ Rs.3.0/sms -- Malaysia @ Rs.2.49/min -- Hong kong @ Rs.2.49/min -- Bangladesh @ Rs.2.49/min,BSNL SMS,Kerala,2021-Q1,25.0,30,BSNL,SMS,0.833333333
Rs. 24,30 days,Nepal @ Rs.8.5/min,BSNL Plan,Kolkata,2021-Q1,24.0,30,BSNL,Plan,0.8
Rs. 143,30 days,2G/3G Data: 2 GB -- Local & STD Calls: 500 minutes -- SMS: 100 SMS,BSNL Plan,Kolkata,2021-Q1,143.0,30,BSNL,Plan,4.766666667
Rs. 22,28 days,Local & STD Calls @ 0.3/min,BSNL SMS,Kolkata,2021-Q1,22.0,28,BSNL,SMS,0.785714286
Rs. 1098,84 days,"2G/3G Data: Unlimited -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day -- including MTNL area Mumbai and Delhi+ PRBT(Enjoy FREE BSNL Caller Tunes With Unlimited Songs change)",BSNL Other,Kolkata,2021-Q1,1098.0,84,BSNL,Other,13.071428571
Rs. 399,80 days,For Validity Extension / Plan Migration customers only -- Unlimited free Data with speed reduced to 80Kpbs after 1GB/day -- + Unlimited free voice calls in home and national roaming including MTNL network roaming area of Delhi and Mumbai + The 100 Free SM,BSNL Other,Kolkata,2021-Q1,399.0,80,BSNL,Other,4.9875
Rs. 29,5 days,"2G/3G Data: 1 GB -- Local, STD & Roaming Calls: Unlimited -- SMS: 300 SMS -- (including MTNL network in Mumbai and Delhi)",BSNL Other,Kolkata,2021-Q1,29.0,5,BSNL,Other,5.8
Rs. 666,120 days,For Validity Extension / Plan Migration customers only -- Unlimited voice calls/Day any-net(Local/STD) in Home LSA and Roaming excluding Mumbai and Delhi.Unlimited data(speed restricted to 40 kbps after 2GB/day.100 SMS/day is including MTNL area Mumbai an,BSNL Validity,Kolkata,2021-Q1,666.0,120,BSNL,Validity,5.55
Rs. 485,90 days,For Validity Extension / Plan Migration customers only -- Unlimited voice calls/Day any-net(Local/STD) in Home LSA and Roaming excluding Mumbai and Delhi.Unlimited Data with speed restricted to 40 Kbps after 1.5GB Data/day .100 SMS/day to Any N/w Includin,BSNL Validity,Kolkata,2021-Q1,485.0,90,BSNL,Validity,5.388888889
Rs. 429,81 days,"3G Data: 1 GB / Day -- Unlimited Data Pack -- Post FUP Speed: 40 Kbps -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day -- EROS NOW Entertainment services.(including MTNL network roaming area of Delhi and Mumbai) .",BSNL Validity,Kolkata,2021-Q1,429.0,81,BSNL,Validity,5.296296296
Rs. 199,30 days,For Validity Extension / Plan Migration customers only -- Unlimited Local/STD/Roaming calls + Unlimited Data( Speed restricted to 80 kbps after 2GB/day) + 100 SMS/day to Any N/w Including while Roaming in Mumbai and New Delhi. -- Applicable only for PV_19,BSNL Validity,Kolkata,2021-Q1,199.0,30,BSNL,Validity,6.633333333
Rs. 153,90 days,For Validity Extension / Plan Migration customers only -- Unlimited voice (Local/STD) any-net in Home LSA and National roaming incl -- MTNL network in Mumbai and Delhi + Unlimited data with speed reduced to 40Kbps after 1GB/day + 100 SMS/day to Any N/w In,BSNL Validity,Kolkata,2021-Q1,153.0,90,BSNL,Validity,1.7
Rs. 118,26 days,"2G/3G Data: 500 MB / Day -- Unlimited Data Pack -- Post FUP Speed: 40 Kbps -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day -- (including MTNL)",BSNL Validity,Kolkata,2021-Q1,118.0,26,BSNL,Validity,4.538461538
Rs. 99,22 days,"Local, STD & Roaming Calls: Unlimited -- Free PRBT -- (including MTNL area Mumbai and Delhi)",BSNL Validity,Kolkata,2021-Q1,99.0,22,BSNL,Validity,4.5
Rs. 75,60 days,For Validity Extension / Plan Migration customers only -- 2GB free data to be consumed 60 days with 100 minutes free voice any net in home LSA and National roaming to be consumed in 60 days.Also free PRBT of signature tunes only for 60 days -- Applicable,BSNL Validity,Kolkata,2021-Q1,75.0,60,BSNL,Validity,1.25
Rs. 41,30 days,ISD SMS @ Rs.3.0/sms -- Canada @ Rs.1.49/min -- China @ Rs.1.49/min -- USA @ Rs.1.49/min -- Singapore @ Rs.1.49/min,BSNL ISD,Kolkata,2021-Q1,41.0,30,BSNL,ISD,1.366666667
Rs. 27,30 days,ISD SMS @ Rs.3.0/sms -- Bangladesh @ Rs.2.49/min -- Malaysia @ Rs.2.49/min -- Hong kong @ Rs.2.49/min,BSNL ISD,Kolkata,2021-Q1,27.0,30,BSNL,ISD,0.9
Rs. 23,30 days,ISD SMS @ Rs.3.0/sms -- Bahrain @ Rs.6.49/min,BSNL ISD,Kolkata,2021-Q1,23.0,30,BSNL,ISD,0.766666667
Rs. 699,160 days,For Validity Extension / Plan Migration customers only -- Unlimited free voice calls in home and national roaming including MTNL network roaming area of Delhi and Mumbai.Unlimited free data with speed reduced to 80 kbps after 0.5GB/day.100 SMS/day is incl,BSNL STD,Kolkata,2021-Q1,699.0,160,BSNL,STD,4.36875
