Price,Validity,Description,Tags,Circle,Time,Price2,Days2,Tag1,Tag2,clean_price_per_day
Rs. 18,28 days,Enjoy ISD calling at discounted rates for 28 days -- For country wise tariff visit www.airtel.in,Airtel ISD,Gujrat,2023-Q1,18.0,28,Airtel,ISD,0.642857143
Rs. 111,32 days,Talktime: Rs 99; Data: 200 MB; Tariff Calls: Local/STD/LL @ 2.5/sec; Validity: 1 Month,Airtel Top up,Gujrat,2023-Q1,111.0,32,Airtel,Top up,3.46875
Rs. 109,30 days,Talktime: Rs 99; Data: 200 MB; Tariff Calls: Local/STD/LL @ 2.5/sec; Validity: 30 Days,Airtel Top up,Gujrat,2023-Q1,109.0,30,Airtel,Top up,3.633333333
Rs. 999,84 days,"Enjoy unlimited Local, STD & Roaming calls on any network, 2.5GB/day data and 100 SMS/day and Disney+ Hotstar Mobile for 3 months on Airtel App & WebSubscription worth Rs 149--Amazon Prime subscription for 84 days--Xstream Mobile Pack 84 days free access",Airtel 4G Data,Gujrat,2023-Q1,999.0,84,Airtel,4G Data,11.892857143
Rs. 131,32 days,"Local & STD calls 2.5p/sec, National video calls 5p/sec, DATA 50p/MB, SMS local Rs.1 STD Rs.1.5 ISD Rs.5, National Roaming Local 80p/min, STD Rs -- 1.5/min, SMS local 25p STD 38p",Airtel 4G Data,Gujrat,2023-Q1,131.0,32,Airtel,4G Data,4.09375
Rs. 2998,30 days,"International Roaming : 5 GB Data, 200mins IC+OG (India + Local), 20 SMS (covers-US, Europe, Gulf & -- more - Set1) 2.5 GB Data, 100mins IC+OG (India + Local), 10 SMS (covers-Africa, Maldives & -- more - Set2) -- More covered countries: visit www.airtel.i",Airtel Other,Gujrat,2023-Q1,2998.0,30,Airtel,Other,99.933333333
Rs. 2997,365 days,"International Roaming : 2 GB Data, 100mins IC+OG (India + Local), 20 SMS (covers-US, Europe, Gulf & -- more - Set1) 1 GB Data, 50mins IC+OG (India + Local), 10 SMS (covers-Africa, Maldives & -- more - Set2) -- More covered countries: visit www.airtel.in/I",Airtel Other,Gujrat,2023-Q1,2997.0,365,Airtel,Other,8.210958904
Rs. 98,N.A.,Data : 5 GB --Wynk Music Premium subscription -- Validity : Same as your existing pack-- Pack Applicable for Active Bundle and Smart Pack Users,Airtel 4G Data,Gujrat,2023-Q1,98.0,N.A.,Airtel,4G Data,
Rs. 5000,N.A.,Talktime: Rs.4237.29,Airtel Top up,Gujrat,2023-Q1,5000.0,N.A.,Airtel,Top up,
Rs. 1000,N.A.,Talktime: Rs.847.46,Airtel Top up,Gujrat,2023-Q1,1000.0,N.A.,Airtel,Top up,
Rs. 500,N.A.,Talktime: Rs.423.73,Airtel Top up,Gujrat,2023-Q1,500.0,N.A.,Airtel,Top up,
Rs. 100,N.A.,Talktime: Rs.81.75,Airtel Top up,Gujrat,2023-Q1,100.0,N.A.,Airtel,Top up,
Rs. 20,N.A.,Talktime: Rs.14.95,Airtel Top up,Gujrat,2023-Q1,20.0,N.A.,Airtel,Top up,
Rs. 10,N.A.,Talktime: Rs.7.47,Airtel Top up,Gujrat,2023-Q1,10.0,N.A.,Airtel,Top up,
Rs. 296,30 days,"Enjoy unlimited Local, STD & Roaming calls on any network, 25GB Data and 100 SMS/day--Apollo 24--7 Circle:3 Months,at No Cost--Get Rs -- 100 cashback on FASTag--Free Hellotunes--Wynk Music Free",Airtel 4G Data,Gujrat,2023-Q1,296.0,30,Airtel,4G Data,9.866666667
Rs. 755,5 days,"International Roaming Pack :1 GB Data (covers-US, Europe, Gulf & -- more - Set1) 500 MB Data (covers-Africa, Maldives & -- more - Set2) -- More covered countries: visit www.airtel.in/IR",Airtel Other,Gujrat,2023-Q1,755.0,5,Airtel,Other,151.0
Rs. 649,1 days,"International Roaming:500 MB Data, 100mins IC+OG (India + Local), 10 SMS (covers-US, Europe, Gulf & -- more - Set1) 250 MB Data, 50mins IC+OG (India + Local), 5 SMS (covers-Africa, maldives & -- more - Set2) -- More covered countries: visit www.airtel.in/",Airtel SMS,Gujrat,2023-Q1,649.0,1,Airtel,SMS,649.0
Rs. 699,56 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 3 GB data per day, 100 National SMS/day for 56 days and Amazon Prime subscription for 56 days--Free access to any 1 channel (SonyLiv,LionsgatePlay,ErosNow,HoiChoi,ManoramaMAX,Chaupal,Kanccha",Airtel Local,Gujrat,2023-Q1,699.0,56,Airtel,Local,12.482142857
Rs. 18,28 days,Enjoy ISD calling at discounted rates for 28 days -- For country wise tariff visit www.airtel.in,Airtel ISD,Haryana,2023-Q1,18.0,28,Airtel,ISD,0.642857143
Rs. 131,32 days,"Local & STD calls 2.5p/sec, National video calls 5p/sec, DATA 50p/MB, SMS local Rs.1 STD Rs.1.5 ISD Rs.5, National Roaming Local 80p/min, STD Rs -- 1.5/min, SMS local 25p STD 38p",Airtel 4G Data,Haryana,2023-Q1,131.0,32,Airtel,4G Data,4.09375
Rs. 999,84 days,"Enjoy unlimited Local, STD & Roaming calls on any network, 2.5GB/day data and 100 SMS/day and Disney+ Hotstar Mobile for 3 months on Airtel App & Web--Amazon Prime subscription for 84 days--Xstream App (Claim Hoichoi and Win* iPhone 14)84 days free access",Airtel 4G Data,Haryana,2023-Q1,999.0,84,Airtel,4G Data,11.892857143
Rs. 98,N.A.,Data : 5 GB --Wynk Music Premium subscription -- Validity : Same as your existing pack-- Pack Applicable for Active Bundle and Smart Pack Users,Airtel 4G Data,Haryana,2023-Q1,98.0,N.A.,Airtel,4G Data,
Rs. 5000,N.A.,Talktime: Rs.4237.29,Airtel Top up,Haryana,2023-Q1,5000.0,N.A.,Airtel,Top up,
Rs. 1000,N.A.,Talktime: Rs.847.46,Airtel Top up,Haryana,2023-Q1,1000.0,N.A.,Airtel,Top up,
Rs. 500,N.A.,Talktime: Rs.423.73,Airtel Top up,Haryana,2023-Q1,500.0,N.A.,Airtel,Top up,
Rs. 100,N.A.,Talktime: Rs.81.75,Airtel Top up,Haryana,2023-Q1,100.0,N.A.,Airtel,Top up,
Rs. 20,N.A.,Talktime: Rs.14.95,Airtel Top up,Haryana,2023-Q1,20.0,N.A.,Airtel,Top up,
Rs. 10,N.A.,Talktime: Rs.7.47,Airtel Top up,Haryana,2023-Q1,10.0,N.A.,Airtel,Top up,
Rs. 756,5 days,"International Roaming : 100mins IC+OG (India + Local) - (covers-US, Europe, Gulf & -- more - Set1) 50mins IC+OG (India + Local) - (covers-Africa, Maldives & -- more - Set2) -- More covered countries: visit www.airtel.in/IR",Airtel Other,Haryana,2023-Q1,756.0,5,Airtel,Other,151.2
Rs. 509,32 days,"Enjoy unlimited Local, STD & Roaming calls on any network, Total 60GB Data & 300 SMS Valid for 1 month--Apollo 24--7 Circle:3 Months,at No Cost--Get Rs -- 100 cashback on FASTag--Free Hellotunes--Wynk Music Free",Airtel Other,Haryana,2023-Q1,509.0,32,Airtel,Other,15.90625
Rs. 489,30 days,"Enjoy unlimited Local, STD & Roaming calls on any network, Total 50GB Data & 300 SMS--Apollo 24--7 Circle:3 Months,at No Cost--Get Rs -- 100 cashback on FASTag--Free Hellotunes--Wynk Music Free",Airtel Other,Haryana,2023-Q1,489.0,30,Airtel,Other,16.3
Rs. 755,5 days,"International Roaming Pack :1 GB Data (covers-US, Europe, Gulf & -- more - Set1) 500 MB Data (covers-Africa, Maldives & -- more - Set2) -- More covered countries: visit www.airtel.in/IR",Airtel Other,Haryana,2023-Q1,755.0,5,Airtel,Other,151.0
Rs. 649,1 days,"International Roaming:500 MB Data, 100mins IC+OG (India + Local), 10 SMS (covers-US, Europe, Gulf & -- more - Set1) 250 MB Data, 50mins IC+OG (India + Local), 5 SMS (covers-Africa, maldives & -- more - Set2) -- More covered countries: visit www.airtel.in/",Airtel SMS,Haryana,2023-Q1,649.0,1,Airtel,SMS,649.0
Rs. 699,56 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 3 GB data per day, 100 National SMS/day for 56 days and Amazon Prime subscription for 56 days--Additional Benefits: Xstream App (Claim Hoichoi and Win* iPhone 14)28 days free access to any 1",Airtel Local,Haryana,2023-Q1,699.0,56,Airtel,Local,12.482142857
Rs. 499,28 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 3 GB data per day, 100 National SMS/day for 28 days and Disney+ Hotstar Mobile for 3 monthsSubscription worth Rs 149 -- Watch Live Sports, Movies, Exclusive Hotstar Specials & more--Apollo 2",Airtel Local,Haryana,2023-Q1,499.0,28,Airtel,Local,17.821428571
Rs. 399,28 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 2.5GB data per day, 100 National SMS/day for 28 days --Disney+ Hotstar Mobile for 3 monthsSubscription worth Rs 149--Apollo 24--7 Circle:3 Months,at No Cost--Get Rs -- 100 cashback on FASTag",Airtel Local,Haryana,2023-Q1,399.0,28,Airtel,Local,14.25
Rs. 299,28 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 1.5 GB data per day, 100 National SMS/day for 28 days--Apollo 24--7 Circle:3 Months,at No Cost--Get Rs -- 100 cashback on FASTag--Free Hellotunes--FreeWynkMusic",Airtel Local,Haryana,2023-Q1,299.0,28,Airtel,Local,10.678571429
Rs. 199,30 days,"Enjoy unlimited Local, STD & Roaming calls on any network, Total 3GB Data & 300 SMS -- Valid for 30 days--Free Hellotunes--FreeWynkMusic",Airtel Local,Haryana,2023-Q1,199.0,30,Airtel,Local,6.633333333
Rs. 399,28 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 2.5GB data per day, 100 National SMS/day for 28 days --Disney+ Hotstar Mobile for 3 monthsSubscription worth Rs 149--Apollo 24--7 Circle:3 Months,at No Cost--Get Rs -- 100 cashback on FASTag",Airtel Local,Himachal Pradesh,2023-Q1,399.0,28,Airtel,Local,14.25
Rs. 299,28 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 1.5 GB data per day, 100 National SMS/day for 28 days--Apollo 24--7 Circle:3 Months,at No Cost--Get Rs -- 100 cashback on FASTag--Free Hellotunes--FreeWynkMusic",Airtel Local,Himachal Pradesh,2023-Q1,299.0,28,Airtel,Local,10.678571429
Rs. 199,30 days,"Enjoy unlimited Local, STD & Roaming calls on any network, Total 3GB Data & 300 SMS -- Valid for 30 days--Free Hellotunes--FreeWynkMusic",Airtel Local,Himachal Pradesh,2023-Q1,199.0,30,Airtel,Local,6.633333333
Rs. 128,30 days,"Local & STD calls 2.5p/sec, National video calls 5p/sec, DATA 50p/MB, SMS local Rs.1 STD Rs.1.5 ISD Rs.5, National Roaming Local 80p/min, STD Rs -- 1.5/min, SMS local 25p STD 38p",Airtel Local,Himachal Pradesh,2023-Q1,128.0,30,Airtel,Local,4.266666667
Rs. 19,1 days,Data: 1GB -- Validity: 1 Day,Airtel Local,Himachal Pradesh,2023-Q1,19.0,1,Airtel,Local,19.0
Rs. 319,32 days,"Enjoy unlimited Local, STD & Roaming calls on any network, 2GB/day Data and 100 SMS/day,Validity: 1 Month--Apollo 24--7 Circle:3 Months,at No Cost--Get Rs -- 100 cashback on FASTag--Free Hellotunes--Wynk Music Free",Airtel Local,Himachal Pradesh,2023-Q1,319.0,32,Airtel,Local,9.96875
Rs. 296,30 days,"Enjoy unlimited Local, STD & Roaming calls on any network, 25GB Data and 100 SMS/day--Apollo 24--7 Circle:3 Months,at No Cost--Get Rs -- 100 cashback on FASTag--Free Hellotunes--Wynk Music Free",Airtel Local,Himachal Pradesh,2023-Q1,296.0,30,Airtel,Local,9.866666667
Rs. 301,N.A.,Enjoy 50 GB and 1year of Wynk Music Premium subscription -- Validity same as your existing bundle /smart pack,Airtel 4G Data,Himachal Pradesh,2023-Q1,301.0,N.A.,Airtel,4G Data,
Rs. 148,N.A.,"Xstream Mobile Data Pack : 15GB Data -- Additional Benefits: Xstream App (Claim Hoichoi and Win* iPhone 14)28 days free access to any 1 of the selected Xstream channels (Sony LIV, hoichoi and 5 more) at no extra cost on Xstream App -- Claim hoichoi and wa",Airtel 4G Data,Himachal Pradesh,2023-Q1,148.0,N.A.,Airtel,4G Data,
Rs. 118,N.A.,12 GB Data -- Validity same as your existing bundle /smart pack,Airtel 4G Data,Himachal Pradesh,2023-Q1,118.0,N.A.,Airtel,4G Data,
Rs. 3359,365 days,"Enjoy unlimited Local, STD & Roaming calls on any network, daily 2.5GB & 100 SMS -- Pack Valid for 365 days and Disney+Hotstar for a year--Enjoy Prime Video Mobile Edition for 1 year--Apollo 24--7 Circle: 3 Months,at No Cost--Get Rs -- 100 cashback on FAS",Airtel Local,Himachal Pradesh,2023-Q1,3359.0,365,Airtel,Local,9.202739726
Rs. 58,N.A.,3 GB Data -- Validity same as your existing bundle /smart pack,Airtel 4G Data,Himachal Pradesh,2023-Q1,58.0,N.A.,Airtel,4G Data,
Rs. 666,84 days,"Enjoy Truly unlimited Local, STD & Roaming calls on any network, daily 1.5GB & 100 SMS--Apollo 24--7 Circle:3 Months,at No Cost--Get Rs -- 100 cashback on FASTag--Free Hellotunes--Wynk Music Free",Airtel Local,Himachal Pradesh,2023-Q1,666.0,84,Airtel,Local,7.928571429
Rs. 209,28 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, daily 1GB data and 100 SMS--FreeWynkMusic--Free Hellotunes",Airtel Local,Himachal Pradesh,2023-Q1,209.0,28,Airtel,Local,7.464285714
Rs. 2999,365 days,"Enjoy Truly unlimited Local, STD & Roaming calls on any network within India, daily 2GB data & 100 SMS, valid for 365 days-- Apollo 24--7 Circle: 3 Months,at No Cost--Get Rs -- 100 cashback on FASTag--Free Hellotunes--Wynk Music Free",Airtel Local,Himachal Pradesh,2023-Q1,2999.0,365,Airtel,Local,8.216438356
Rs. 1799,365 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 24GB data, 3600 National SMS for 365 days and Apollo 24--7 Circle: 3 Months,at No Cost--Get Rs -- 100 cashback on FASTag--Free Hellotunes--Wynk Music Free",Airtel Local,Himachal Pradesh,2023-Q1,1799.0,365,Airtel,Local,4.928767123
Rs. 839,84 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 2 GB data per day, 100 National SMS/day for 84 days--Disney+ Hotstar Mobile for 3 monthsSubscription worth Rs 149--Xstream App (Claim Hoichoi and Win* iPhone 14)84 days free access to any 1",Airtel Local,Himachal Pradesh,2023-Q1,839.0,84,Airtel,Local,9.988095238
Rs. 719,84 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 1.5 GB data per day, 100 National SMS/day for 84 days--Additional Benefits: Disney+ Hotstar Mobile for 3 months on Airtel App & Web--Xstream App (Claim Hoichoi and Win* iPhone 14)84 days fre",Airtel Local,Himachal Pradesh,2023-Q1,719.0,84,Airtel,Local,8.55952381
Rs. 549,56 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 2 GB data per day, 100 National SMS/day for 56 days -- --Additional Benefits: Xstream App (Claim Hoichoi and Win* iPhone 14)28 days free access to any 1 of the selected Xstream channels (Son",Airtel Local,Himachal Pradesh,2023-Q1,549.0,56,Airtel,Local,9.803571429
Rs. 479,56 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 1.5 GB data per day, 100 National SMS/day for 56 days--Apollo 24--7 Circle:Apollo 3 Months,at No Cost--Get Rs -- 100 cashback on FASTag--Free Hellotunes--Wynk Music Free",Airtel Local,Himachal Pradesh,2023-Q1,479.0,56,Airtel,Local,8.553571429
Rs. 439,90 days,"Local, STD & Roaming Calls: Unlimited -- SMS: 300 SMS -- (including MTNL network in Mumbai and Delhi)",BSNL STD,Jammu Kashmir,2023-Q1,439.0,90,BSNL,STD,4.877777778
Rs. 769,84 days,Unlimited voice calls (Local/STD) any-net in Home LSA and national roaming including MTNL network in Mumbai and Delhi + U/L Data with speed reduced to 40Kbps after 2GB/day + 100SMS/day + BSNL Tunes + EROS Now Entertainment service + Hardy Mobile Games ser,BSNL Local,Jammu Kashmir,2023-Q1,769.0,84,BSNL,Local,9.154761905
Rs. 269,28 days,U/L voice calls (Local/STD) any-net in Home LSA and National Roaming (incl Mumbai and Delhi) + U/L Data with speed reduced to 40Kbps after 2GB/day + 100 SMS/ day incl MTNL area Mumbai and Delhi + BSNL Tunes + EROS Now service + Hardy Mobile Games service,BSNL Local,Jammu Kashmir,2023-Q1,269.0,28,BSNL,Local,9.607142857
Rs. 48,30 days,Rs.10 usage value in main account + 20 paisa/min on-net calls + 20 paisa/min off-net calls in home LSA and National roaming including MTNL network in Mumbai and Delhi.Plan extension cannot be done with this voucher,BSNL Local,Jammu Kashmir,2023-Q1,48.0,30,BSNL,Local,1.6
Rs. 1007,90 days,"2G/3G Data: 2 GB / Day -- Unlimited Data Pack -- Post FUP Speed: 40 Kbps -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day -- Disney+ Hotstar Mobile for 1 yearSubscription worth Rs 499 -- (including MTNL area Mumbai and Delhi)",BSNL Other,Jammu Kashmir,2023-Q1,1007.0,90,BSNL,Other,11.188888889
Rs. 707,90 days,"2G/3G Data: 2 GB / Day -- Unlimited Data Pack -- Post FUP Speed: 40 Kbps -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day -- Disney+ Hotstar Mobile for 3 months -- (including MTNL area Mumbai and Delhi)",BSNL Other,Jammu Kashmir,2023-Q1,707.0,90,BSNL,Other,7.855555556
Rs. 2998,455 days,For Validity Extension / Plan Migration customers only -- Unlimited voice Local/STD calls any net in Home LSA and national roaming incl.MTNL network in Mumbai and Delhi + Unlimited data (speed reduced to 40 kbps after 3GB/day) + 100 SMS/day including MTNL,BSNL STD,Jammu Kashmir,2023-Q1,2998.0,455,BSNL,STD,6.589010989
Rs. 2398,425 days,For Validity Extension / Plan Migration customers only -- Unlimited voice Local/STD calls any net in Home LSA and national roaming incl -- MTNL network in Mumbai and Delhi + Unlimited data (speed reduced to 40 kbps after 2GB/day) + 100 SMS/day including M,BSNL STD,Jammu Kashmir,2023-Q1,2398.0,425,BSNL,STD,5.642352941
Rs. 1498,365 days,For Validity Extension / Plan Migration customers only -- Unlimited Voice Calls + 120GB Data + 100 SMS/day for 356 days(Special Voucher for JK(JK20 Plan) -- Applicable only for PV_1498.,BSNL STD,Jammu Kashmir,2023-Q1,1498.0,365,BSNL,STD,4.104109589
Rs. 485,82 days,For Validity Extension / Plan Migration customers only -- Unlimited voice calls/Day any-net (Local/STD) in Home LSA and Roaming including Mumbai and Delhi + Unlimited Data with speed restricted to 40 Kbps after 1.5GB Data/day + 100 SMS/day to Any N/w Incl,BSNL STD,Jammu Kashmir,2023-Q1,485.0,82,BSNL,STD,5.914634146
Rs. 399,70 days,For Validity Extension / Plan Migration customers only -- Unlimited free Data with speed reduced to 40Kpbs after 1GB/day + Unlimited free voice calls in home and national roaming including MTNL network roaming area of Delhi and Mumbai + The 100 Free SMS/d,BSNL STD,Jammu Kashmir,2023-Q1,399.0,70,BSNL,STD,5.7
Rs. 398,90 days,Validity Extension -- Unlimited Voice Calls + Unlimited Data (speed restricted to 100 Kbps after 2.2GB/day) + 100 SMS/day for 75 days(Special Voucher for JK.JK20 Plan) -- Applicable only for PV 398.,BSNL STD,Jammu Kashmir,2023-Q1,398.0,90,BSNL,STD,4.422222222
Rs. 292,60 days,For Validity Extension / Plan Migration customers only -- Unlimited Voice Calls + Unlimited Data (speed restricted to 100 Kbps after 2.2GB/day) + 100 SMS/day for 52 days.(Special Voucher for JK(JK20 Plan) -- Applicable only for STV 292.,BSNL STD,Jammu Kashmir,2023-Q1,292.0,60,BSNL,STD,4.866666667
Rs. 199,30 days,For Validity Extension / Plan Migration customers only -- Unlimited voice calls(Local/STD) any-net in Home LSA and national roaming including MTNL network in Mumbai and Delhi + Unlimited data with speed reduced to 40Kbps after 2GB/day + 100 SMS/day to Any,BSNL STD,Jammu Kashmir,2023-Q1,199.0,30,BSNL,STD,6.633333333
Rs. 153,26 days,For Validity Extension / Plan Migration customers only -- Unlimited voice (Local/STD) any-net in Home LSA and National roaming incl -- MTNL network in Mumbai and Delhi + Unlimited data with speed reduced to 40Kbps after 1GB/day + 100 SMS/day to Any N/w In,BSNL STD,Jammu Kashmir,2023-Q1,153.0,26,BSNL,STD,5.884615385
Rs. 148,30 days,For Validity Extension / Plan Migration customers only -- Unlimited Voice Calls + Unlimited Data (speed restricted to 100 Kbps after 2.2GB/day) + 100 SMS/day for 26 days.(Special Voucher for JK(JK20 Plan) -- Applicable only for PV_148.,BSNL STD,Jammu Kashmir,2023-Q1,148.0,30,BSNL,STD,4.933333333
Rs. 135,24 days,"Local, STD & Roaming Calls: 1440 minutes",BSNL STD,Jammu Kashmir,2023-Q1,135.0,24,BSNL,STD,5.625
Rs. 99,18 days,"Local, STD & Roaming Calls: Unlimited -- (roaming including Delhi and Mumbai)",BSNL STD,Jammu Kashmir,2023-Q1,99.0,18,BSNL,STD,5.5
Rs. 107,40 days,Validity Extension -- 3GB + 200 minutes + BSNL Tunes -- Applicable only for FRC 107.,BSNL STD,Jammu Kashmir,2023-Q1,107.0,40,BSNL,STD,2.675
Rs. 6000,N.A.,Talktime: Rs.6000.0 -- Validity: Existing Plan -- For users with an active base plan.,BSNL Full Talktime,Jammu Kashmir,2023-Q1,6000.0,N.A.,BSNL,Full Talktime,
Rs. 2999,365 days,"Enjoy Truly unlimited Local, STD & Roaming calls on any network within India, daily 2GB data & 100 SMS, valid for 365 days-- Apollo 24--7 Circle: 3 Months,at No Cost--Get Rs -- 100 cashback on FASTag--Free Hellotunes--Wynk Music Free",Airtel Local,Karnataka,2023-Q1,2999.0,365,Airtel,Local,8.216438356
Rs. 1799,365 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 24GB data, 3600 National SMS for 365 days and Apollo 24--7 Circle: 3 Months,at No Cost--Get Rs -- 100 cashback on FASTag--Free Hellotunes--Wynk Music Free",Airtel Local,Karnataka,2023-Q1,1799.0,365,Airtel,Local,4.928767123
Rs. 839,84 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 2 GB data per day, 100 National SMS/day for 84 days--Disney+ Hotstar Mobile for 3 monthsSubscription worth Rs 149--Xstream App (Claim Hoichoi and Win* iPhone 14)84 days free access to any 1",Airtel Local,Karnataka,2023-Q1,839.0,84,Airtel,Local,9.988095238
Rs. 719,84 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 1.5 GB data per day, 100 National SMS/day for 84 days--Additional Benefits: Disney+ Hotstar Mobile for 3 months on Airtel App & Web--Xstream App (Claim Hoichoi and Win* iPhone 14)84 days fre",Airtel Local,Karnataka,2023-Q1,719.0,84,Airtel,Local,8.55952381
Rs. 549,56 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 2 GB data per day, 100 National SMS/day for 56 days -- --Additional Benefits: Xstream App (Claim Hoichoi and Win* iPhone 14)28 days free access to any 1 of the selected Xstream channels (Son",Airtel Local,Karnataka,2023-Q1,549.0,56,Airtel,Local,9.803571429
Rs. 479,56 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 1.5 GB data per day, 100 National SMS/day for 56 days--Apollo 24--7 Circle:Apollo 3 Months,at No Cost--Get Rs -- 100 cashback on FASTag--Free Hellotunes--Wynk Music Free",Airtel Local,Karnataka,2023-Q1,479.0,56,Airtel,Local,8.553571429
Rs. 455,84 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 6GB data, 900 National SMS for 84 days--Apollo 24--7 Circle:3 Months,at No Cost--Get Rs -- 100 cashback on FASTag--Free Hellotunes--Wynk Music Free",Airtel Local,Karnataka,2023-Q1,455.0,84,Airtel,Local,5.416666667
Rs. 359,28 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 2 GB data per day, 100 National SMS/day for 28 day,--Additional Benefits: Xstream App (Claim Hoichoi and Win* iPhone 14)28 days free access to any 1 of the selected Xstream channels (Sony LI",Airtel Local,Karnataka,2023-Q1,359.0,28,Airtel,Local,12.821428571
Rs. 265,28 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 1 GB data per day, 100 National SMS/day for 28 days--FreeWynkMusic--Free Hellotunes",Airtel Local,Karnataka,2023-Q1,265.0,28,Airtel,Local,9.464285714
Rs. 239,28 days,"Enjoy Unlimited Local, STD & Roaming calls Local STD & Roaming calls on any network daily 1.5GB & 100 SMS--FreeWynkMusic--Free Hellotunes",Airtel Local,Karnataka,2023-Q1,239.0,28,Airtel,Local,8.535714286
Rs. 179,28 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 2 GB data, 300 National SMS for 28 days--Wynk Music Free--Free Hellotunes",Airtel Local,Karnataka,2023-Q1,179.0,28,Airtel,Local,6.392857143
Rs. 155,28 days,"Enjoy Unlimited Local, STD & Roaming calls Local STD & Roaming calls on any network 1GB data & 300 SMS--Free Hellotunes--Wynk Music Free",Airtel Local,Karnataka,2023-Q1,155.0,28,Airtel,Local,5.535714286
Rs. 439,90 days,"Local, STD & Roaming Calls: Unlimited -- SMS: 300 SMS -- (including MTNL network in Mumbai and Delhi)",BSNL STD,Karnataka,2023-Q1,439.0,90,BSNL,STD,4.877777778
Rs. 769,84 days,U/L voice* + U/L Data with speed reduced to 40Kbps after 2GB/day + 100SMS/day + BSNL Tunes + EROS Now Entertainment service + Hardy Mobile Games service by M/s ONE97 communications limited + Challenges Arena Mobile Gaming Service on Progressive Web App(PW,BSNL Local,Karnataka,2023-Q1,769.0,84,BSNL,Local,9.154761905
Rs. 269,28 days,U/L voice calls (Local/STD) any-net in Home LSA and National Roaming (incl Mumbai and Delhi) + U/L Data with speed reduced to 40Kbps after 2GB/day + 100 SMS/ day incl MTNL area Mumbai and Delhi + BSNL Tunes + EROS Now service + Hardy Mobile Games service,BSNL Local,Karnataka,2023-Q1,269.0,28,BSNL,Local,9.607142857
Rs. 1198,365 days,300min any-net voice calls in Home LSA national roaming including MTNL area of Mumbai and Delhi+3GB Data+30SMS) per month for 12 months/365days,BSNL Local,Karnataka,2023-Q1,1198.0,365,BSNL,Local,3.282191781
Rs. 898,3 days,Roaming STV for UAE.120min Mobile Originated Call(Local).60min Mobile Originated Call to lndia.50min Mobile Terminated Call.Data 250MB.To avail International Roaming services it is is mandatory to replace Normal SIM with International Roaming SIM and rech,BSNL Other,Karnataka,2023-Q1,898.0,3,BSNL,Other,299.333333333
Rs. 48,30 days,Rs.10 usage value in main account + 20 paisa/min on-net calls + 20 paisa/min off-net calls in home LSA and National roaming including MTNL network in Mumbai and Delhi.Plan extension cannot be done with this voucher,BSNL Local,Karnataka,2023-Q1,48.0,30,BSNL,Local,1.6
Rs. 65,30 days,ISD SMS @ Rs.3.0/sms -- US & Canada @ Rs.1.49/min -- Singapore @ Rs.1.49/min -- China @ Rs.1.49/min -- Bangladesh @ Rs.2.49/min -- Malaysia @ Rs.2.49/min -- Hong kong @ Rs.2.49/min -- Bahrain @ Rs.6.49/min -- Nepal @ Rs.9.5/min -- This STV will not be app,BSNL SMS,Karnataka,2023-Q1,65.0,30,BSNL,SMS,2.166666667
Rs. 1515,365 days,2G/3G Data: 2 GB / Day -- Post FUP Speed: 40 Kbps,BSNL 2G Data,Karnataka,2023-Q1,1515.0,365,BSNL,2G Data,4.150684932
Rs. 439,90 days,"Local, STD & Roaming Calls: Unlimited -- SMS: 300 SMS -- (including MTNL network in Mumbai and Delhi)",BSNL STD,Kerala,2023-Q1,439.0,90,BSNL,STD,4.877777778
Rs. 108,28 days,Validity Extension -- Truly Unlimited Voice Calls including MTNL network in Mumbai and Delhi.Unlimited data with speed reduced to 40Kbps after 1GB/day + Extension of the plan validity/Migration is through any active plan.Freebies validity 28 days -- Charg,BSNL Local,Kerala,2023-Q1,108.0,28,BSNL,Local,3.857142857
